Group,Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
vestido,vestidos estampados animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
vestido,vestidos mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
vestido,zapatos para vestido animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
vestido,zara vestido print animal,20,,0.00,0.50,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
vestido,accesorios para un vestido animal print,10,,0.00,0.00,,,,"1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00"
vestido,animal print vest,10,,0.00,0.00,,,,"1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00"
vestido,animal print vestidos,10,,0.29,1.00,,,,"0.00,1.00,0.00,1.00,0.75,0.25,0.00,0.00,0.00,0.00,0.00,0.00"
vestido,color de uñas para vestido animal print,10,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00"
vestido,combinar vestido animal print largo,10,,0.00,0.00,,,,"0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
vestido,combinar vestido animal print serpiente,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00"
vestido,como combinar vestido de animal print,10,,0.00,0.00,,,,"1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00"
vestido,como llevar un vestido de animal print,10,,0.00,0.00,,,,"1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00"
vestido,como puedo combinar un vestido de animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00"
vestido,como vestir animal print,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00"
vestido,como vestir con animal print,10,,0.00,1.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00"
vestido,como vestir con zapatos animal print,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00"
vestido,complementos para vestido animal print,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00"
vestido,comprar vestido animal print,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00"
vestido,con que zapatos combinar un vestido animal print,10,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00"
vestido,con que zapatos puedo combinar un vestido animal print,10,,0.00,0.00,,,,"1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00"
vestido,maquillaje con vestido animal print,10,,0.00,0.00,,,,"0.00,1.00,0.00,0.22,0.22,0.00,0.00,0.00,0.22,0.00,0.00,0.22"
vestido,maquillaje de ojos para vestido animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
vestido,maquillaje para vestido de animal print,10,,0.00,0.00,,,,"1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00"
vestido,uñas para vestido animal print,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00"
vestido,vestido animal print 2019,10,,0.00,1.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00"
vestido,vestido animal print 2022,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00"
vestido,vestido animal print blanco y negro,10,,0.00,0.00,,,,"1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
vestido,vestido animal print casual,10,,0.00,1.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00"
vestido,vestido animal print cheetah corto,10,,0.00,0.00,,,,"1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00"
vestido,vestido animal print colorido,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00"
vestido,vestido animal print con medias,10,,0.00,1.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00"
vestido,vestido animal print corte ingles,10,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00"
vestido,vestido animal print corto y zapatos,10,,0.00,1.00,,,,"1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00"
vestido,vestido animal print dolores promesas,10,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00"
vestido,vestido animal print elegante,10,,0.00,1.00,,,,"0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00"
vestido,vestido animal print forever 21,10,,0.00,1.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00"
vestido,vestido animal print lola casademunt,10,,0.15,1.00,,,,"0.00,0.50,0.25,0.00,0.00,0.00,0.00,0.25,0.50,0.25,0.00,1.00"
vestido,vestido animal print mango rojo,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
vestido,vestido animal print oysho,10,,0.00,1.00,,,,"1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00"
vestido,vestido animal print serpiente zara,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00"
vestido,vestido animal print tendencia,10,,0.00,0.00,,,,"1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00"
vestido,vestido animal print zara 2018,10,,0.00,0.00,,,,"1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00"
vestido,vestido carolina herrera animal print,10,,0.00,0.00,,,,"1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00"
vestido,vestido con zapatos animal print,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00"
vestido,vestido corto animal print,10,,0.00,1.00,,,,"0.33,0.33,1.00,1.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
vestido,vestido de animal print leopardo,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00"
vestido,vestido kling animal print,10,,0.00,1.00,,,,"0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00"
vestido,vestido print animal mango,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
vestido,vestido pull and bear animal print,10,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00"
vestido,vestido punto animal print,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.25,1.00,0.50,0.50,0.50,0.50,0.00,0.50,0.00"
vestido,vestido rojo zapatos animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00"
vestido,vestido seda animal print,10,,0.00,1.00,,,,"1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00"
vestido,vestido verde animal print zara,10,,0.00,0.86,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00"
vestido,vestido zara animal print 2018,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00"
vestido,vestidos animal print como combinarlos,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00"
vestido,vestidos animal print cortos,10,,0.00,1.00,,,,"0.74,0.74,1.00,0.74,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
vestido,vestidos animal print largos,10,,0.42,1.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,1.00,0.66,0.66"
vestido,vestidos animal print para fiesta,10,,0.00,0.00,,,,"1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00"
vestido,vestidos animal print para niñas,10,,0.00,1.00,,,,"1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00"
vestido,vestidos animal print stradivarius,10,,0.00,1.00,,,,"1.00,0.00,0.50,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00"
vestido,vestidos animal print tallas grandes,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00"
vestido,vestidos con zapatos animal print,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00"
vestido,vestidos cortos animal print,10,,0.00,1.00,,,,"0.33,0.33,1.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
vestido,vestidos de fiesta cortos animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
vestido,vestidos de fiesta de animal print,10,,0.00,1.00,,,,"0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00"
vestido,vestidos de noche animal print,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00"
vestido,vestidos de novia animal print,10,,0.00,1.00,,,,"1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00"
vestido,vestidos elegantes animal print,10,,0.00,0.92,,,,"1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00"
vestido,vestidos largos animal print,10,,0.42,1.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00"
vestido,vestidos largos animal print 2018,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00"
vestido,vestidos midi animal print,10,,0.32,1.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00"
vestido,vestidos print animal,10,,0.29,1.00,,,,"0.00,0.00,0.00,0.33,1.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00"
vestido,zapatos para combinar vestido animal print,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00"
vestido,zara animal print vestido,10,,0.00,0.00,,,,"1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00"
vestido,zara mujer vestidos animal print,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
vestido,zara vestido animal print rojo,10,,0.00,0.00,,,,"1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00"
vestido,zara vestido rojo animal print,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00"
mujer,zapatillas animal print mujer,590,15,0.15,1.00,9690000,Informational,"Reviews, Image, Image pack, Video, Related searches","0.32,0.48,1.00,0.88,0.59,0.72,0.59,0.59,0.59,0.59,0.21,0.14"
mujer,jerseys animal print mujer,210,19,0.00,1.00,95,Informational,"Reviews, Image, Image pack, Popular products","0.02,0.12,0.23,0.44,1.00,0.67,0.15,0.04,0.02,0.02,0.02,0.02"
mujer,camisa animal print mujer,170,23,0.23,1.00,90,Informational,"Reviews, Image, Image pack, Video, Related searches","0.53,0.53,0.53,0.33,0.33,1.00,0.53,0.33,0.33,0.42,0.53,0.28"
mujer,vans animal print mujer,170,24,0.16,1.00,59,Informational,"Site links, Reviews, Indented, Image, Image pack, Related searches","0.34,0.65,1.00,0.65,0.80,0.65,0.28,0.21,1.00,0.52,0.43,0.43"
mujer,zapatos animal print mujer,170,24,0.14,1.00,16600000,Informational,"Reviews, Indented, Image, Image pack, Video, Related searches","0.10,0.54,1.00,0.35,0.22,0.81,0.18,0.29,0.14,0.22,0.06,0.04"
mujer,zapatos mujer animal print,170,18,0.00,1.00,16000000,Informational,"Reviews, Image, Image pack, Video, Related searches","0.34,0.06,0.12,0.80,0.80,0.80,1.00,1.00,1.00,0.34,0.12,0.15"
mujer,camisetas animal print mujer,140,23,0.32,1.00,94,Informational,"Reviews, Indented, Image, Image pack, Video, Related searches","0.15,0.28,0.53,1.00,0.43,0.28,0.53,0.81,0.34,0.28,0.53,0.21"
mujer,zapatilla animal print mujer,140,17,0.18,1.00,97,Informational,"Reviews, Image, Image pack, Video, Related searches","0.00,1.00,0.00,0.01,1.00,0.01,0.00,0.00,0.00,1.00,0.00,0.23"
mujer,adidas animal print mujer,110,22,0.00,1.00,74,"Informational, Navigational","Reviews, Image, Image pack, Related searches","0.25,0.63,0.63,0.63,0.88,1.00,0.88,1.00,0.88,0.88,0.38,0.25"
mujer,botines animal print mujer,110,8,0.00,1.00,97,Informational,"Reviews, Image, Image pack, Video, Related searches, Popular products","0.12,0.52,1.00,0.52,0.52,0.52,0.43,0.12,0.15,0.06,0.06,0.06"
mujer,sudadera animal print mujer,110,12,0.00,1.00,91,Informational,"Reviews, Image, Image pack, Related searches","0.23,0.33,1.00,0.80,0.66,1.00,0.52,0.66,0.33,0.19,0.14,0.14"
mujer,mocasines animal print mujer,90,19,0.00,1.00,90,Informational,"Reviews, Image, Image pack, Related searches","0.07,0.42,1.00,0.42,0.26,0.26,0.19,0.42,0.26,0.15,0.07,0.07"
mujer,converse animal print mujer,70,25,0.21,1.00,67,Informational,"Site links, Reviews, Image, Image pack, Related searches","0.52,0.66,1.00,0.14,0.19,0.23,0.23,0.23,0.23,0.42,0.23,0.33"
mujer,jersey animal print mujer,70,22,0.00,1.00,85,Informational,"Reviews, Image, Image pack, Video, People also ask, Related searches","0.00,0.00,0.17,0.28,1.00,0.43,0.28,0.00,0.00,0.00,0.00,0.00"
mujer,new balance 327 mujer animal print,70,8,0.20,1.00,49,Informational,"Reviews, Image, Image pack, Video, Related searches","0.14,0.14,0.78,0.28,1.00,0.78,0.14,0.14,0.14,0.78,1.00,0.14"
mujer,new balance animal print mujer,70,11,0.23,1.00,68,"Informational, Transactional","Site links, Reviews, Image, Image pack, Related searches","0.11,0.11,0.11,0.11,0.79,0.63,0.63,0.63,1.00,0.53,0.26,0.26"
mujer,abrigos animal print mujer,50,20,0.00,0.00,77,Informational,"Reviews, Image, Image pack, Video, Related searches","0.22,0.48,0.78,0.65,1.00,0.78,0.13,0.13,0.13,0.13,0.13,0.13"
mujer,botines mujer animal print,50,7,0.00,1.00,4550000,Informational,"Reviews, Image, Image pack, Video, Related searches","0.10,0.10,0.80,0.80,1.00,0.80,0.10,0.10,0.10,0.10,0.10,0.10"
mujer,chalecos animal print mujer,50,25,0.00,0.90,71,Informational,"Reviews, Indented, Image, Image pack, Video","0.14,0.14,0.14,0.78,1.00,0.78,0.14,0.14,0.14,0.14,0.14,0.14"
mujer,chaquetas animal print mujer,50,21,0.00,1.00,81,Informational,"Reviews, Image, Image pack, Video, Related searches","0.14,0.14,0.14,0.76,1.00,0.76,0.76,0.14,0.14,0.14,0.14,0.14"
mujer,pantalon animal print mujer,50,9,0.00,1.00,6940000,Informational,"Reviews, Image, Image pack, Video, Related searches","0.17,0.17,1.00,1.00,1.00,0.45,0.62,0.36,0.45,0.36,0.17,0.17"
mujer,ropa animal print mujer,50,22,0.33,1.00,85,Informational,"Reviews, Image, Image pack, Video carousel, People also ask, Related searches, Popular products","0.14,0.14,0.79,0.14,1.00,0.79,0.14,0.14,0.14,0.14,0.14,0.14"
mujer,sandalias animal print mujer,50,16,0.12,1.00,8870000,Informational,"Reviews, Image, Image pack, Video, Related searches","0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.78,0.78,1.00,1.00"
mujer,sandalias mujer animal print,50,16,0.13,1.00,5760000,Informational,"Reviews, Indented, Image, Image pack, Video, Related searches","0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.79,1.00,1.00"
mujer,sneakers mujer animal print,50,12,0.00,1.00,13000000,Informational,"Reviews, Image, Image pack, Video, Related searches","0.14,0.14,0.78,0.78,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14"
mujer,zapatilla mujer animal print,50,15,0.15,1.00,100,Informational,"Reviews, Image, Image pack, Video, Related searches","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.23"
mujer,zapatillas mujer animal print,50,16,0.18,1.00,9620000,Informational,"Reviews, Image, Image pack, Video, Related searches","0.55,0.77,1.00,0.55,0.55,0.77,0.33,0.44,0.44,0.44,0.11,0.11"
mujer,bailarinas mujer animal print,40,11,0.10,1.00,74,Informational,"Reviews, Indented, Image, Image pack, Related searches","0.17,0.17,1.00,0.17,0.17,0.17,0.17,0.17,1.00,0.26,0.17,0.17"
mujer,blusas animal print mujer,40,23,0.00,0.95,80,Informational,"Reviews, Indented, Image, Image pack, Video, Related searches","0.09,0.09,0.09,1.00,0.18,1.00,1.00,0.00,0.00,0.18,0.18,0.18"
mujer,bomber animal print mujer,40,23,0.00,1.00,71,Informational,"Reviews, Indented, Image, Image pack","0.17,1.00,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17"
mujer,botas animal print mujer,40,22,0.00,0.93,82,"Informational, Transactional","Reviews, Indented, Image, Image pack, Video, Related searches","0.13,0.13,0.13,0.79,1.00,0.79,0.13,0.13,0.13,0.13,0.13,0.13"
mujer,camisa mujer animal print,40,22,0.00,1.00,11300000,Informational,"Reviews, Indented, Image, Image pack, Video, Related searches","0.13,0.13,0.78,0.13,1.00,0.13,0.13,0.13,0.13,0.13,0.13,0.13"
mujer,chaqueta animal print mujer,40,23,0.00,1.00,99,Informational,"Reviews, Indented, Image, Image pack, Video, Related searches","0.00,0.18,0.18,0.81,0.81,1.00,0.81,0.27,0.18,0.18,0.18,0.18"
mujer,jersey mujer animal print,40,16,0.00,0.50,97,Informational,"Reviews, Indented, Image, Image pack, Video, People also ask, Popular products","0.17,0.17,0.17,0.61,0.61,1.00,0.17,0.17,0.17,0.17,0.17,0.17"
mujer,outfit camisa animal print mujer,40,17,0.00,1.00,54,"Informational, Commercial","Image, Image pack, Video, People also ask, Related searches, Popular products","0.11,0.11,0.11,0.23,0.29,0.11,1.00,0.11,0.11,0.11,0.11,0.11"
mujer,vans mujer animal print,40,19,0.18,1.00,51,Informational,"Site links, Reviews, Image, Image pack, Related searches","0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.27,0.18,0.18"
mujer,zapatillas adidas animal print mujer,40,21,0.00,1.00,58,"Informational, Transactional","Reviews, Image, Image pack, Related searches","0.13,1.00,1.00,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13"
mujer,zapatillas nike mujer animal print,40,19,0.00,0.98,51,Informational,"Reviews, Image, Image pack, Related searches","0.17,0.17,1.00,0.17,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17"
mujer,abrigo animal print mujer,30,19,0.00,0.00,88,Informational,"Reviews, Indented, Image, Image pack, Video, Related searches","0.00,0.18,0.36,0.09,0.82,1.00,0.27,0.18,0.18,0.18,0.18,0.18"
mujer,abrigo mujer animal print,30,20,0.00,0.00,96,Informational,"Reviews, Image, Image pack, Video, Related searches","0.14,0.14,0.14,0.35,1.00,0.14,0.14,0.14,0.14,0.00,0.14,0.14"
mujer,abrigos mujer animal print,30,20,0.00,0.67,87,Informational,"Reviews, Image, Image pack, Video, Related searches","0.14,0.14,0.14,0.48,1.00,0.14,0.14,0.14,0.14,0.00,0.14,0.14"
mujer,bañador animal print mujer,30,17,0.22,1.00,97,Informational,"Reviews, Indented, Image, Image pack, Related searches","0.14,0.14,0.00,0.00,0.14,0.14,0.14,0.14,0.14,0.14,1.00,1.00"
mujer,deportivas mujer animal print,30,18,0.00,1.00,5250000,Informational,"Reviews, Image, Image pack, Video, People also ask, Related searches","0.13,0.13,1.00,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13"
mujer,jerseys mujer animal print,30,15,0.00,0.50,86,Informational,"Reviews, Indented, Image, Image pack","0.18,0.18,0.18,0.45,0.64,1.00,0.18,0.18,0.18,0.18,0.18,0.18"
mujer,new balance mujer animal print,30,,0.00,0.93,,,,"0.17,0.17,0.17,0.17,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17"
mujer,nike animal print mujer,30,,0.00,1.00,,,,"0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
mujer,nike mujer animal print,30,,0.00,1.00,,,,"1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14"
mujer,sandalia animal print mujer,30,,0.00,0.98,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18"
mujer,skechers mujer animal print,30,22,0.10,1.00,53,"Informational, Transactional","Site links, Reviews, Image, Image pack, People also ask, Related searches","0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18"
mujer,tattoo animal print mujer,30,,0.00,0.90,,,,"0.44,1.00,0.22,0.22,0.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22"
mujer,tenis new balance animal print mujer,30,,0.00,1.00,,,,"0.00,0.22,0.22,1.00,0.22,0.22,0.22,0.44,0.22,0.22,0.22,0.22"
mujer,vestido animal print mujer,30,19,0.50,1.00,15600000,Informational,"Reviews, Indented, Image, Image pack, Video, Related searches","0.10,0.21,1.00,1.00,0.21,0.21,0.21,0.21,0.21,0.21,0.21,1.00"
mujer,vestidos animal print mujer,30,21,0.50,1.00,98,Informational,"Reviews, Image, Image pack, Video, Related searches","0.27,0.27,1.00,1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1.00"
mujer,zapatos animal print mujer outfit,30,,0.00,0.00,,,,"0.00,1.00,0.50,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.00,0.00"
mujer,adidas mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mujer,adidas superstar animal print mujer,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00"
mujer,animal print mujer,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mujer,bañadores mujer animal print,20,,0.22,1.00,,,,"1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mujer,blazer animal print mujer,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mujer,blusa animal print mujer,20,,0.00,0.95,,,,"0.18,0.18,0.18,0.00,0.27,0.00,0.09,1.00,0.18,0.00,0.18,0.18"
mujer,blusa mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mujer,blusas mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mujer,body animal print mujer,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mujer,botas de agua mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00"
mujer,botas mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00"
mujer,botin animal print mujer,20,,0.00,1.00,,,,"0.80,0.00,0.00,1.00,0.20,0.00,0.20,0.80,1.00,0.40,0.40,0.40"
mujer,buzos animal print de mujer,20,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
mujer,calcetines animal print mujer,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mujer,calzado animal print mujer,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mujer,camisa animal print mujer zara,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mujer,camisa de animal print para mujer,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mujer,camisas de mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
mujer,camisas mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mujer,camisetas animal print mujer zara,20,,0.00,1.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00"
mujer,cardigan mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mujer,carteras mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mujer,casaca animal print mujer,20,,0.00,1.00,,,,"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mujer,chaleco animal print mujer,20,,0.00,1.00,,,,"0.00,0.00,0.07,0.00,0.14,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
mujer,chaleco mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mujer,chaqueta mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mujer,chaquetas de animal print para mujer,20,,0.00,0.00,,,,"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00"
mujer,chaquetas mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
